kawasan,negeri,kodparlimen,namaparlimen,SPR_order,calon,parti,parti2,verified_handle,id,posts,followers,following,name,pronoun,bio,link,202111_post_count,202112_post_count,202201_post_count,202202_post_count,202203_post_count,202204_post_count,202205_post_count,202206_post_count,202207_post_count,202208_post_count,202209_post_count,202210_post_count,202211_post_count,L12M_active_min_0,L12M_active_min_1,L12M_active_min_5,L12M_active_min_10,L12M_active_min_15,L12M_active_min_20,L12M_active_min_25,L12M_active_min_30,L12M_active_min_35,L12M_active_min_40,L12M_active_min_45,L12M_active_min_50,L12M_active_min_55,L12M_active_min_60,L12M_active_min_65,L12M_active_min_70,L12M_active_min_75,L12M_active_min_80,L12M_active_min_85,L12M_active_min_90,L12M_active_min_95,L12M_active_min_100,min_monthly_posts,consistency_grade,common_word_top5,hashtag_top3,mentions_top3,location_top3
SEMENANJUNG,JOHOR,P.153,SEMBRONG,2,HASNI ABAS,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.153,SEMBRONG,3,JOE AZIZ,PERIKATAN NASIONAL (PN),PN,joeaziz_mugarabas,456038706.0,1331.0,30695.0,4418.0,Joe Aziz,,🎥 host LUBOK 2022 🎥 host kail pagi makan petang 2018,https://linktr.ee/joeaziz,4.0,4.0,3.0,6.0,18.0,17.0,11.0,14.0,8.0,16.0,8.0,8.0,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"jumpa, ujian, sabah, insan, cara",,,"Riau x1, Kudat x1"
SEMENANJUNG,JOHOR,P.154,MERSING,1,ZULAIKHA ZAIDI,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.154,MERSING,2,ISMAIL BIN DON,BEBAS (TRAKTOR),TRAKTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.154,MERSING,3,ISLAHUDDIN ABAS,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.154,MERSING,4,NURFATIMAH IBRAHIM,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.154,MERSING,5,ABD LATIF BANDI,BARISAN NASIONAL (BN),BN,latifbandi,513043313.0,1457.0,2308.0,222.0,Abd Latif Bandi,,FB :Latif Bandi Twitter : @LatiffBandi,,4.0,8.0,2.0,1.0,8.0,38.0,12.0,4.0,3.0,10.0,43.0,115.0,20.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"pantai, busu, syahmi, alam, sembang","#ALB x64, #mersingukhwahrakyatsejahtera x51, #ramadhan1443 x29","@onnhafiz x3, @Habour x2",
SEMENANJUNG,JOHOR,P.155,TENGGARA,1,MANNDZRI BIN NASIB,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.155,TENGGARA,2,AZHAR PALAL,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.155,TENGGARA,3,KOLONEL NAZARI,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.155,TENGGARA,4,ZURAIDAH CHEDAH,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.156,KOTA TINGGI,1,KHALED NORDIN,BARISAN NASIONAL (BN),BN,khalednordin,257649763.0,3762.0,86794.0,102.0,Mohamed Khaled Nordin,,Politician,,27.0,17.0,24.0,30.0,52.0,22.0,38.0,9.0,25.0,30.0,13.0,27.0,35.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"reformasi, pembangunan, samad, kerjasama, mula",,,"Pasir Gudang, Johor, Malaysia x93, Kuala Lumpur, Malaysia x21, Johor Bahru x10"
SEMENANJUNG,JOHOR,P.156,KOTA TINGGI,2,RIDHWAN RASMAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.156,KOTA TINGGI,3,ONN JAAFAR,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.157,PENGERANG,1,CIKGU IMAM NIZAR,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.157,PENGERANG,2,AZALINA OTHMAN SAID,BARISAN NASIONAL (BN),BN,azalinaothmansaid,2060705100.0,2824.0,29304.0,172.0,Azalina Othman Said,,"Instagram Rasmi Azalina Othman Said, Calon 02 Ahli Parlimen P157 Parlimen Pengerang. #YBAOS #PengerangJagaPengerang",http://azalinaothmansaid.com/,28.0,22.0,24.0,11.0,34.0,22.0,29.0,30.0,27.0,43.0,44.0,43.0,50.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,B,"tanpa, kampung, seorang, jayanya, diperoleh","#YBAOS x261, #PengerangJagaPengerang x23, #P157Pengerang x16","@fauziahmisri x3, @onnhafiz x3, @aznanbintamin_abt x2","Parlimen Malaysia x16, Dewan Rakyat, Parlimen Malaysia x9, Pengerang x7"
SEMENANJUNG,JOHOR,P.157,PENGERANG,3,CHE ZAKARIA BIN MOHD SALLEH,PAKATAN HARAPAN (PH),PH,che.zek,8705647564.0,119.0,257.0,50.0,Che Zakaria Mohd Salleh,,Ahli Dewan Undangan Negeri Johor N43 Permas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,D,,,,
SEMENANJUNG,JOHOR,P.158,TEBRAU,1,JIMMY PUAH WEE TSE,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.158,TEBRAU,2,MOHAMAD ISA BIN MOHAMAD BASIR,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.158,TEBRAU,3,NICOLE WONG,BARISAN NASIONAL (BN),BN,nicolewong_smile,3627533687.0,973.0,14875.0,1141.0,Nicole Wong,,"#Wife, #Mother & MCA Youth Chairperson",,32.0,27.0,13.0,21.0,75.0,18.0,20.0,23.0,25.0,45.0,38.0,37.0,77.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,B,"khairin, pembangunan, badminton, content, merlimau","#NW x101, #KeluargaMalaysia x86, #NicoleWong x80","@drweekasiong x24, @lingtiansoon x10, @ir.hasnimohammad x9","Parlimen Malaysia x8, Parliament House of Malaysia x4, Wisma MCA Jalan Ampang x2"
SEMENANJUNG,JOHOR,P.159,PASIR GUDANG,1,NOOR AZLEEN AMBROS,BARISAN NASIONAL (BN),BN,noor.ambros,341618242.0,1330.0,2092.0,1504.0,Noor Azleen Ambros,,Calon #01 Barisan Nasional P.159 Pasir Gudang #PasirGudangKitaPunya,,5.0,4.0,7.0,5.0,6.0,0.0,1.0,1.0,5.0,5.0,2.0,10.0,71.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"ditujui, ruahkan, kebajikanlah, kekeliruaan, takder",,"@pemudaumnomy x3, @drasyrafwajdi x3, @pemudaumnopg x2","Pasir Gudang, Johor, Malaysia x4, Surau Al Barakah Taman Mawar. Pasir Gudang Johor x2, Masai, Johor, Malaysia x1"
SEMENANJUNG,JOHOR,P.159,PASIR GUDANG,2,HASSAN ABDUL KARIM,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.159,PASIR GUDANG,3,MOHAMAD FARID BIN ABDUL RAZAK,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.159,PASIR GUDANG,4,MOHAMMAD RAFFI BERAN,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.160,JOHOR BAHRU,1,JOHAN ROPI,BARISAN NASIONAL (BN),BN,johanropi,211511988.0,1094.0,2824.0,3039.0,Johan Ropi,,Calon Barisan Nasional P160 Johor Bahru,,5.0,1.0,2.0,7.0,18.0,13.0,11.0,5.0,7.0,6.0,5.0,13.0,32.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"prn, kuih, km, perbualan, deal",#shift x3,@im_hairi x4,
SEMENANJUNG,JOHOR,P.160,JOHOR BAHRU,2,MOHTAJ,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.160,JOHOR BAHRU,3,HAIRY MAHMOOD,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.160,JOHOR BAHRU,4,AKMAL NASIR,PAKATAN HARAPAN (PH),PH,akmalnasir.my,322574958.0,772.0,5781.0,320.0,Akmal Nasir,,Member of Parliament for Johor Bahru,https://linktr.ee/akmalnasir,3.0,7.0,20.0,24.0,13.0,6.0,6.0,6.0,1.0,11.0,3.0,6.0,9.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"jerung, tauke, fokuskan, halang, liza","#ParlimenJB x15, #parlimenJB x6, #AyuhMalaysia x4","@drzamilnajwah x3, @anwaribrahim_my x2, @rafiziramli x2","Larkin x4, Parlimen Malaysia x4, Johor Bahru x4"
SEMENANJUNG,JOHOR,P.161,PULAI,1,NUR JAZLAN,BARISAN NASIONAL (BN),BN,nurjazlanmohamed,2254489651.0,544.0,1785.0,50.0,Nur Jazlan Mohamed,,,,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lawson, laws, lawrencewongst, lawrencelow, lawrence",,,Johor Bahru x3
SEMENANJUNG,JOHOR,P.161,PULAI,2,LOH KAH YONG,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.161,PULAI,3,DATUK SERI SALAHUDDIN AYUB,PAKATAN HARAPAN (PH),PH,mydsa_official,8192164321.0,704.0,3255.0,27.0,Salahuddin Ayub,,Mantan Ahli Parlimen Pulai ADUN Simpang Jeram Timbalan Presiden AMANAH,,9.0,10.0,9.0,21.0,100.0,14.0,12.0,18.0,24.0,16.0,13.0,30.0,48.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"shireen, commons, nadira, luxembourg, salah","#JohorBangkit x81, #KitaBoleh x5, #N13SimpangJeram x2","@chintong.liew x3, @501awani x2",
SEMENANJUNG,JOHOR,P.162,ISKANDAR PUTERI,1,JASHEN TAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.162,ISKANDAR PUTERI,2,DATUK JASON TEOH,BARISAN NASIONAL (BN),BN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.162,ISKANDAR PUTERI,3,LIEW CHIN TONG,PAKATAN HARAPAN (PH),PH,chintong.liew,4318547278.0,1105.0,24776.0,459.0,Liew Chin Tong,,Anak Malaysia. Perling State Assemblyman. Former Deputy Defence Minister. Reformer 🇲🇾 | DAP Deputy Secretary-General | Johor DAP Chairman,https://linktr.ee/chintong.liew,7.0,7.0,8.0,14.0,21.0,18.0,16.0,12.0,12.0,16.0,22.0,26.0,16.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,B,"ibni, both, assembly, chaah, anson","#Perling x22, #JohorBangkit x21, #NajibRazak x4",@senatorpennywong x2,"Dewan Undangan Negeri Johor, Kota Iskandar x5, Bukit Indah x3, Johor Bahru x3"
SEMENANJUNG,JOHOR,P.163,KULAI,1,CHUA JIAN BOON,BARISAN NASIONAL (BN),BN,jianboon,215804302.0,3731.0,9916.0,1046.0,蔡建文 (CJB),,"柔州大臣特别事务官 青年市, 州, 国会议员 Special Officer to Johor Chief Minister  Founder of @rueysteashop_my Youth City Council Kulai, Johor State Assembly, Parliament",https://youtu.be/s7LEVNnI5CQ,107.0,104.0,107.0,56.0,69.0,76.0,76.0,73.0,91.0,109.0,96.0,88.0,35.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,55.0,A+,"korang, baharu, merasmikan, suara, chee","#kulaikita x518, #masadepanku x221, #下一个古来 x151",,"Kulai x427, Kota Iskandar, Nusajaya x58, Johor Bahru x45"
SEMENANJUNG,JOHOR,P.163,KULAI,2,TEO NIE CHING,PAKATAN HARAPAN (PH),PH,teonieching,4369094491.0,1401.0,31222.0,244.0,Teo Nie Ching 张念群,,🇲🇾 Ahli Parlimen Kulai / 古来区国会议员 📮 teonieching.office@gmail.com,https://www.facebook.com/TeoNieChing/,3.0,3.0,32.0,9.0,2.0,28.0,52.0,38.0,50.0,27.0,28.0,51.0,50.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"chin, tong, tanaman, sebarang, be","#ParlimenKulai x53, #KitaBoleh x7, #BakulHarapan x4","@teonieching x2, @n51_arthurchiong x2","Kulai x2, Ayer Bemban, Johor, Malaysia x1, Rainforest Tree House x1"
SEMENANJUNG,JOHOR,P.163,KULAI,3,DATO' TAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.164,PONTIAN,1,CIKGU ISA BIN AB HAMID,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.164,PONTIAN,2,DATUK SERI AHMAD MASLAN,BARISAN NASIONAL (BN),BN,ahmad_maslan,1508041842.0,7678.0,52121.0,552.0,Datuk Seri Ahmad Bin Maslan,,Setiausaha Agung UMNO Malaysia  Ahli Parlimen Pontian Johor Email : ahmadmaslan164pontian@gmail.com,,152.0,129.0,132.0,74.0,81.0,112.0,148.0,119.0,116.0,129.0,124.0,184.0,41.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,70.0,A+,"selesaikan, manfaat, patut, dihadiri, ruu","#Pontian x320, #UMNO x297, #rakyat x192","@DrZahidHamidi x80, @IsmailSabri60 x59, @bharianmy x48",Kopitiam Kita Roti Titab x2
SEMENANJUNG,JOHOR,P.164,PONTIAN,3,SHAZWAN ZDAINAL,PAKATAN HARAPAN (PH),PH,shazwanzdainal,47735134428.0,57.0,180.0,90.0,Shazwan Zdainal,,...,,4.0,9.0,5.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,5.0,7.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"langkahnya, lans, lankawi, langkahpahlawan, lankan",,@hajariza x2,"Segenting,minyak Beku x2, DAP Bukit Pasir x2, Evergreen Height x2"
SEMENANJUNG,JOHOR,P.164,PONTIAN,4,JAMALUDDIN MOHAMAD,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.165,TANJUNG PIAI,1,NAJWAH HALIMAH,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SEMENANJUNG,JOHOR,P.165,TANJUNG PIAI,2,WEE JECK SENG,BARISAN NASIONAL (BN),BN,weejeckseng,7546348672.0,2045.0,2035.0,87.0,Wee Jeck Seng,,Calon BN nombor 2️⃣  P165 #TanjungPiai  💙 #PrihatinDanKasih #RakyatDiutamakan,https://www.facebook.com/dsweejeckseng/,51.0,60.0,66.0,34.0,35.0,19.0,37.0,14.0,49.0,38.0,58.0,42.0,83.0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,B,"peserta, sg, perjumpaan, bekerja, manfaat","#以民为先尽在我心 x349, #关爱与关怀 x142, #TanjungPiai x135","@mpic_my x55, @tan_engmeng x2, @rtm_malaysia x2","Wisma MCA 三春大会堂 x1, Putrajaya International Convention Centre (PICC), Putrajaya x1, Pekan Nanas x1"
SEMENANJUNG,JOHOR,P.165,TANJUNG PIAI,3,LIM WEI JIET,PARTI IKATAN DEMOKRATIK MALAYSIA (MUDA),MUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,W.P LABUAN,P.166,LABUAN,1,RAMLE,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,W.P LABUAN,P.166,LABUAN,2,DATO' DR. SUHAILI ABDUL RAHMAN,PERIKATAN NASIONAL (PN),PN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,W.P LABUAN,P.166,LABUAN,3,BASHIR BIN ALIAS,BARISAN NASIONAL (BN),BN,bashiraliasrasmi,40165413301.0,28.0,54.0,2.0,Bashir Alias,,Akaun rasmi YB Senator Hj. Bashir bin Hj. Alias Ahli Dewan Negara Ketua UMNO Bahagian Labuan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,D,,,,
SABAH & SARAWAK,W.P LABUAN,P.166,LABUAN,4,DATUK WIRA DR RAMLI,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,W.P LABUAN,P.166,LABUAN,5,DATUK ROZMAN ISLI,PARTI WARISAN SABAH (WARISAN),WARISAN,rozman1sli,7327134135.0,109.0,1252.0,597.0,Rozman Isli,,,,3.0,4.0,1.0,1.0,5.0,6.0,6.0,5.0,4.0,8.0,11.0,9.0,7.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"lanje, langur, languages, langsaikan, langsat",,,
SABAH & SARAWAK,W.P LABUAN,P.166,LABUAN,6,DAYANG RUSIMAH @ RAYNIE BINTI DATUK HJ. MOHD. DIN,PARTI BANGSA MALAYSIA (PBM),PBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.167,KUDAT,1,RUDDY BIN AWAH,PARTI GABUNGAN RAKYAT SABAH (GRS),GRS,ruddyawah69,48245773758.0,36.0,482.0,4.0,Ruddy Awah,,"Pembantu Menteri Sains, Teknologi dan Inovasi  ADUN N.3 Pitas",http://ruddyawah.com/,3.0,3.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"lanjutsemoga, lanjutkan, lanjutbanyak, lanjutan, lanjut",,,Sabah International Convention Centre - SICC x1
SABAH & SARAWAK,SABAH,P.167,KUDAT,2,PETRONELLA USUN,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.167,KUDAT,3,RASHID BIN ABDUL HARUN,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.167,KUDAT,4,VERDON BIN BAHANDA,BEBAS (KUNCI),KUNCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.167,KUDAT,5,THONNY CHEE,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.168,KOTA MARUDU,1,MOHD AZMI BIN HJ ZULKIFLEE,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.168,KOTA MARUDU,2,SHAHRIZAL DENCI,PARTI IKATAN DEMOKRATIK MALAYSIA (MUDA),MUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.168,KOTA MARUDU,3,NORMAN BIN TULANG (TAS),BEBAS (KUNCI),KUNCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.168,KOTA MARUDU,4,JILID @ ZAINUDDIN BIN KUMINDING,PARTI WARISAN SABAH (WARISAN),WARISAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.168,KOTA MARUDU,5,DR.MAXIMUS@JOHNITY ONGKILI,PARTI GABUNGAN RAKYAT SABAH (GRS),GRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.168,KOTA MARUDU,6,DATUK WETROM BAHANDA,PARTI KESEJAHTERAAN DEMOKRATIK MASYARAKAT (KDM),KDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.169,KOTA BELUD,1,MADELI @ MODILY BIN BANGALI,PAKATAN HARAPAN (PH),PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.169,KOTA BELUD,2,DATUK SERI PANGLIMA ABD RAHMAN BIN DAHLAN.,BARISAN NASIONAL (BN),BN,rahmandahlan,17332276.0,1493.0,37032.0,1329.0,Abdul Rahman Dahlan,,Resetting the nation. Savvy?,,4.0,7.0,5.0,0.0,10.0,9.0,5.0,8.0,7.0,6.0,11.0,9.0,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"tawfiq, tertunda, carrying, sedihnya, memasuki",,,Dewan Canselor UMS x1
SABAH & SARAWAK,SABAH,P.169,KOTA BELUD,3,MUNIRAH MAJILIS,PARTI WARISAN SABAH (WARISAN),WARISAN,munirahmajilis,45323526.0,325.0,6197.0,1186.0,Isnaraissah Munirah Majilis,,"I am not my father’s favourite daughter, but I am my father’s “son” 🤭",,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"laris, lariwoo, larian, langkahpanglima, langkahpahlawan",,,"Tambulian Ulu, Sabah, Malaysia x1, Pulau Mantanani, Kota Belud x1, Kota Belud x1"
SABAH & SARAWAK,SABAH,P.170,TUARAN,1,MADIUS TANGAU,PAKATAN HARAPAN (PH),PH,madiustangau,1583163058.0,291.0,6617.0,507.0,Wilfred Madius Tangau,,▫️Wakil Rakyat P.170 Tuaran ▫️Presiden UPKO | Proud #Sabahan,http://bit.ly/WISDOMRSVP_UNDI18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,D,,,,
SABAH & SARAWAK,SABAH,P.170,TUARAN,2,BOBY BIN LEWAT,BEBAS (KUNCI),KUNCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.170,TUARAN,3,NOORTAIP BIN SUHAILI @ SUALEE,BEBAS (PEN),PEN,noortaip,609988575.0,190.0,1264.0,1275.0,Datuk Noortaip Suhaili,,Presiden Gabungan Persatuan2 Penjaja dan Peniaga Negeri Sabah (G3PNS),,2.0,5.0,3.0,3.0,1.0,3.0,14.0,8.0,4.0,6.0,8.0,1.0,10.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,C,"sendiri, seri, kebakaran, bomba, bertempat",,,"MATRADE Sabah x1, Gleneagles Kota Kinabalu Hospital x1, Wisma Tun Fuad Stephens x1"
SABAH & SARAWAK,SABAH,P.170,TUARAN,4,JO-ANNA SUE HENLEY RAMPAS,PARTI WARISAN SABAH (WARISAN),WARISAN,j.henleyrampas,215300545.0,429.0,89078.0,1604.0,Jo-Anna HenleyRampas,,Young enthusiast nation builder and a full time mummy to Danielle Arumugam. Timbalan Ketua Wirawati Parti Warisan #pursueideas #heretoserve,,0.0,4.0,2.0,0.0,6.0,3.0,2.0,0.0,0.0,7.0,11.0,2.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,D,"mom, dapat, do, equality, rebus",,"@munirah1982 x3, @sabahcarnivaloffitness x2","Tamparuli x3, Kokobuan Trig Hill Rungus Nahaba x2, Kg Rungus Nahaba x1"
SABAH & SARAWAK,SABAH,P.170,TUARAN,5,MUMININ B. NORBINSHA,PARTI PEJUANG TANAHAIR (PEJUANG),PEJUANG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,
SABAH & SARAWAK,SABAH,P.170,TUARAN,6,JONISTON BANGKUAI,PARTI GABUNGAN RAKYAT SABAH (GRS),GRS,jonistonbangkuai,5822915647.0,18.0,777.0,166.0,Joniston Bangkuai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,D,,,,
